ORF,Mean_length,Max_length,Num_of_shifted_ORF,Mean_length_30,Max_length_30,Num_of_shifted_ORF_30,Mean_length_200,Max_length_200,Num_of_shifted_ORF_200
YAL001C,0.618511825518415,1.74329056360149,1.57890973750292,-0.603980348351789,-0.597106025294388,-0.644043797563382,-0.0873865920351945,-0.182888908447053,-0.126512931684959
YAL002W,0.948807218799447,2.12453990930875,1.6189160472366,2.65241041576988,3.69639047479869,1.94678189511901,-0.0266279744975196,0.428583977692276,1.8785976836993
YAL003W,-0.839785171569596,-0.829476000087429,-0.581430988116141,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.82547458853085,0.710802232833504,0.764647341819157
YAL004W,-0.940987757111059,-0.93345309437123,-0.741456227050886,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.97366633862274,0.287474850121662,0.319067205067099
YAL005C,0.834371885803762,0.546220939667472,-0.141361581045592,-0.603980348351789,-0.597106025294388,-0.644043797563382,1.15396630123454,0.381547601835404,0.0962771366910697
YAL007C,-0.728068031686164,-0.562868066026402,-0.661443607583514,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.280869906943153,0.475620353549147,0.541857273443128
YAL008W,-0.394888090974987,-0.498882161851755,-0.421405749181396,-0.603980348351789,-0.597106025294388,-0.644043797563382,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL009W,-0.586838449501975,-0.44822665438016,-0.621437297849827,1.3568571010118,1.82965286606257,3.2421947414602,-0.285963537158327,-0.135852532590181,0.319067205067099
YAL010C,0.457185106512415,0.292943402309496,-0.261380510246651,-0.603980348351789,-0.597106025294388,-0.644043797563382,1.08481015119166,0.804874984547247,0.0962771366910697
YAL011W,0.736083660433172,0.346264989121702,0.738777233095505,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.0771062505668036,-0.182888908447053,1.8785976836993
YAL012W,-0.791155357737985,-0.778820492615834,-0.741456227050886,1.49691691882348,1.64297910518896,1.94678189511901,0.981075926127334,0.475620353549147,-0.349303000060988
YAL013W,0.763421501722294,-0.0723094673541113,-0.461412058915082,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.125268569346668,-0.0417797808764384,-0.349303000060988
YAL014C,-0.646889487134189,-0.626853970201048,-0.38139943944771,1.39187205546472,2.3896741486834,1.94678189511901,1.98729790925127,1.88671162925529,0.987437410195186
YAL015C,0.251993578528869,0.0290015475890791,-0.0613489615782198,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.358670575741395,0.616729481119761,-0.349303000060988
YAL016C-A,-0.745417046350415,-0.749493619869121,-0.861475156251945,0.0262888318007922,-0.0370847426735524,0.651369048777812,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL016C-B,-1.19333706131834,-1.00543723656771,-1.02150039518669,-0.603980348351789,-0.597106025294388,-0.644043797563382,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL016W,0.246828303708376,0.570215653732965,0.218695206557584,-0.603980348351789,-0.597106025294388,-0.644043797563382,-0.434155287250218,-0.653252667015767,0.319067205067099
YAL017W,1.76577796001104,2.16986325809913,2.09899176404084,-0.603980348351789,-0.597106025294388,-0.644043797563382,-0.229156699623103,-0.135852532590181,0.0962771366910697
YAL018C,0.640138352062695,-0.277597576581103,-0.421405749181396,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.431284533286421,0.146365722551047,-0.126512931684959
YAL019W,0.609490815827293,1.31938394844445,2.45904855164401,0.376438376330004,0.522936539947284,3.2421947414602,0.84276362604157,1.3693114948297,0.0962771366910697
YAL019W-A,-0.444175064452972,-0.624187890860438,-0.901481465985631,-0.603980348351789,-0.597106025294388,-0.644043797563382,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL020C,-0.186192963276777,-0.181618720319133,-0.221374200512965,-0.603980348351789,-0.597106025294388,-0.644043797563382,1.01071427614571,1.13412961554535,1.8785976836993
YAL021C,2.47646611795139,1.10876368053624,0.818789852562878,1.91709637225854,2.94969543130424,1.94678189511901,-0.0821998807819783,0.146365722551047,0.541857273443128
YAL022C,1.45741834537626,0.047664102973351,0.0986762773565253,-0.603980348351789,-0.597106025294388,-0.644043797563382,1.30956763883102,0.428583977692276,-0.572093068437018
YAL023C,1.36943093373772,0.836823587793992,0.978815091497623,1.70700664554101,1.45630534431534,0.651369048777812,0.18578020063419,0.0993293466941759,0.0962771366910697
YAL024C,2.63857859775491,2.15120070271486,1.89896021537241,1.91709637225854,2.01632662693618,1.94678189511901,-0.1427115120695,-0.371034411874538,0.0962771366910697
YAL025C,-0.341658159618763,-0.362912115480631,-0.341393129714024,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.66246366342977,0.334511225978533,0.319067205067099
YAL026C,1.62860756169194,2.396480002051,2.57906748084507,4.43817309286886,3.8830642356723,0.651369048777812,0.995895101136523,1.46338424654345,1.8785976836993
YAL026C-A,-0.191825760245689,-0.661513001628982,-0.661443607583514,-0.603980348351789,-0.597106025294388,-0.644043797563382,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL027W,-0.446803703038464,-0.34958171877758,-0.7014499173172,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.125268569346668,-0.0417797808764384,-0.349303000060988
YAL028W,0.551914669537102,0.300941640331327,0.218695206557584,0.656558011953374,1.45630534431534,3.2421947414602,1.55161416398111,2.54522089125149,0.764647341819157
YAL029C,2.3427719387087,2.65775577743081,2.85911164898088,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.327550308222098,0.287474850121662,0.987437410195186
YAL030W,-0.749754300016477,-0.810813444703158,-0.741456227050886,-0.603980348351789,-0.597106025294388,-0.644043797563382,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL031C,0.582472593093452,0.679524906697986,0.218695206557584,1.28682719210596,1.08295782256812,0.651369048777812,-0.274108197150976,0.0522929708373044,0.987437410195186
YAL031W-A,-0.63816859206232,-0.746827540528511,-0.861475156251945,1.49691691882348,1.26963158344173,0.651369048777812,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL032C,0.22950745302897,-0.314922687349646,-0.501418368648769,-0.603980348351789,-0.597106025294388,-0.644043797563382,1.40342241388922,0.663765856976633,0.319067205067099
YAL033W,-0.650085086983219,-0.808147365362547,-0.7014499173172,-0.603980348351789,-0.597106025294388,-0.644043797563382,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL034C,0.119010752488802,0.0529962616545716,-0.101355271311906,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.338721686305948,1.46338424654345,1.65580761532327
YAL034C-B,-0.51317682732215,-0.73616322316607,-0.741456227050886,-0.603980348351789,-0.597106025294388,-0.644043797563382,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL034W-A,-0.276993650415647,-0.25360286251561,-0.261380510246651,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.17713568187883,1.32227511897283,1.43301754694724
YAL035W,0.956270798417957,1.49534518492473,0.978815091497623,-0.603980348351789,-0.597106025294388,-0.644043797563382,2.14808595810097,1.3693114948297,-0.349303000060988
YAL036C,-0.217235933238784,-0.0643112293322805,-0.341393129714024,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.887715123569443,0.146365722551047,-0.126512931684959
YAL037C-A,-0.909444094085148,-0.949449570414892,-0.981494085453004,-0.603980348351789,-0.597106025294388,-0.644043797563382,-1.14547568769129,-1.12361642558448,-1.2404632735651
YAL037C-B,-0.906815455499656,-0.861468952174753,-0.821468846518259,0.236378558518319,0.14958901820006,0.651369048777812,1.05023207617022,1.55745699825719,0.0962771366910697
YAL037W,-0.427276673546234,-0.304258369987205,-0.501418368648769,0.0262888318007922,-0.0370847426735524,0.651369048777812,0.680246673440797,1.22820236725909,-0.126512931684959
YAL038W,0.820439062313068,0.191632387366306,-0.181367890779279,-0.603980348351789,-0.597106025294388,-0.644043797563382,1.17817095374955,1.22820236725909,-0.126512931684959
YAL039C,0.333376229135717,-0.35224779811819,-0.261380510246651,-0.603980348351789,-0.597106025294388,-0.644043797563382,0.659499828427933,0.287474850121662,-0.126512931684959
